fein	filing_date	stmt_of_purpose
840839972	2018-07-18	RENEW, INC. SERVES ADULT VICTIMS AND SURVIVORS OF DOMESTIC VIOLENCE, SEXUAL ASSAULT AND STALKING. WE SERVE CLIENTS THROUGH A 24-HOUR CRISIS HOTLINE STAFFED PRIMARILY BY TRAINED VOLUNTEERS. RENEW ALSO PROVIDES ON-GOING COUNSELING, EMERGENCY CRIMINAL JUSTICE ADVOCACY, EMERGENCY TRANSPORTATION AND A SAFEHOUSE TO MEET BASIC NEEDS FOR VICTIMS AND THEIR CHILDREN. RENEW IS THE ONLY SUCH PROGRAM SERVING THE 22ND JUDICIAL DISTRICT (MONTEZUMA AND DOLORES COUNTIES) A RURAL, REMOTE AREA OF COLORADO INCLUDING THE UTE MOUNTAIN UTE RESERVATION.     RENEW, INC. SERVED APPROXIMATELY 606 VICTIMS OF DOMESTIC VIOLENCE IN FY16, AND 60 VICTIMS OF SEXUAL ASSAULT AND SURVIVORS OF CHILDHOOD SEXUAL ASSAULT.  WE ALSO PROVIDED OVER 820 HOURS OF THERAPY TO CLIENTS AND MORE THAN 9000 HOURS OF VOLUNTEER ADVOCACY ON THE HOTLINE.  WE ALSO PROVIDE COURT ROOM ADVOCACY,FREE TRAINING TO AREA LAW ENFORCEMENT AGENCIES, SCHOOLS, SOCIAL SERVICES AND NEW VOLUNTEER ADVOCATES.    WHILE RENEW, INC. CAN KEEP TRACK OF VICTIMS SERVED AND THE NUMBER OF STAFF AND VOLUNTEER HOURS, IT IS MUCH HARDER TO MEASURE THE IMPACT WE HAVE ON INDIVIDUAL LIVES OR THE COMMUNITY AS A WHOLE. WE PROVIDE SUPPORT AND INFORMATION TO OUR CLIENTS AND WORK IN COLLABORATION WITH OTHER AREA AGENCIES TO PROVIDE A WIDE RANGE OF SERVICES TO MEET EACH FAMILY MEMBERS NEEDS.  WE OFTEN WORK WITH MOTHERS AND CHILDREN TO END THE CYCLE OF VIOLENCE IN THE FAMILY. THE EFFECTS OF MANY OF THESE EFFORTS ARE NOT IMMEDIATELY KNOWN OR SEEN.  THE MOST IMPORTANT ASPECT OF OUR SERVICES IS THE FEELING OF SAFETY THAT MANY OF OUR CLIENTS AND CHILDREN ENJOY WHEN THEY FINALLY ARE ABLE TO BREAK THEIR OWN CYCLE OF VICTIMIZATION.
820828388	2017-06-09	THIS CORPORATION IS ORGANIZED EXCLUSIVELY FOR CHARITABLE, RELIGIOUS, EDUCTIONAL, AND SCIENTIFIC PURPOSES, THE MAKING OF DISTRIBUTIONS TO ORGANIZATIONS THAT QUALIFY AS EXEMPT ORGANIZATIONS UNDER SECTION 501(C)(3) OF THE INTERNAL REVENUE COD, OR THE CORRESPONDING SECTION OF ANY FUTURE FEDERAL TAX CODE.      SPECIFICALLY, FIDO FORWARD PROVIDES RECRUITING, MARKETING, ADVERTISING AND SCREENING SERVICES TO ANIMAL SHELTERS AND PRIVATE INDIVIDUALS FOR THE PURPOSE OF ENHANCING TRADITIONAL ANIMAL REHOMING ACTIVITIES THROUGH THE TIMELY RECRUITMENT OF HIGHLY QUALIFIED POTENTIAL ANIMAL ADOPTERS.      THE SPECIFIC OBJECTIVES AND PURPOSE OF THIS ORGANIZATION ARE:    1) TO REDUCE THE NUMBER OF ANIMALS ENTERING THE SHELTER SYSTEM.  2) TO REDUCE THE TIME TO ADOPTION FOR ANIMALS ALREADY IN THE SHELTER SYSTEM.  3) TO FUND SCHOLARSHIPS FOR THE REHABILITATION AND TRAINING OF ANIMALS IN THE SHELTER SYSTEM THAT ARE NOT YET READY FOR ADOPTION.    FIDO FORWARD CURRENTLY SERVES ONE COUNTY ANIMAL SHELTER AND HAS ASSISTED 6 PRIVATE INDIVIDUALS, PREVENTING THEIR PETS FROM BEING SURRENDERED TO ANIMAL SHELTERS BY RECRUITING HIGHLY QUALIFIED ADOPTERS FOR THOSE ANIMALS.  AS OUR RESOURCES GROW WE INTEND TO EXPAND SERVICES TO OTHER COLORADO SHELTERS.
814362915	2017-03-03	PROVIDING RESOURCES TO VICTIMS OF DOMESTIC VIOLENCE.  PROVIDING SERVICES TO VICTIMS OF DOMESTIC VIOLENCE TO HELP BECOME SURVIVORS.
742535078	2017-10-11	TO RAISE MONEY FOR UNDERPRIVILEGED CHILDREN'S PROGRAMS TO FURTHER BENEFIT THEIR MENTAL AND PHYSICAL DEVELOPMENT
840867773	2018-07-18	THE MISSION OF MI CASA RESOURCE CENTER IS TO ADVANCE THE ECONOMIC SUCCESS OF FAMILIES WITH LIMITED OPPORTUNITIES, AS AN ORGANIZATION GROUNDED IN OUR LATINO HERITAGE.  MI CASA RESOURCE CENTER CURRENTLY OFFERS CAREER DEVELOPMENT, BUSINESS DEVELOPMENT, YOUTH DEVELOPMENT, AND ECONOMIC ADVANCEMENT SERVICES. OUR CAREER DEVELOPMENT PROGRAM OFFERS FLEXIBLE, MULTI-SERVICE SOLUTIONS DESIGNED TO TRAIN, SUPPORT AND CONNECT LOW-INCOME JOBSEEKERS TO HIGH-DEMAND, CAREERS THAT MEET THEIR PROFESSIONAL AND PERSONAL NEEDS. IN BUSINESS DEVELOPMENT WE PROVIDE INTENSIVE TRAININGS ON STARTING A BUSINESS, BUSINESS PLAN DEVELOPMENT AND GROWTH, ONE-ON-ONE CONSULTING, AND WORKSHOPS FOR UNDERSERVED BUSINESS OWNERS AND ENTREPRENEURS. OUR YOUTH & FAMILY DEVELOPMENT PROGRAMS PROVIDE INTENSIVE ONGOING AFTERSCHOOL AND SUMMER PROGRAMS FOCUSED ON ACADEMICS, ENRICHMENT, CAREER AND COLLEGE EXPLORATION, STEM (SCIENCE, TECHNOLOGY, ENGINEERING AND MATH), AND LEADERSHIP DEVELOPMENT. PROGRAMS SERVE MIDDLE-SCHOOL AGE THROUGH HIGH-SCHOOL AGE YOUTH. OUR ECONOMIC & EDUCATIONAL ADVANCEMENT PROGRAMMING OFFERS SERVICES AT LOW OR NO COST INCLUDING FINANCIAL COACHING, CREDIT COUNSELING,  ESL CLASSES, HIGH SCHOOL EQUIVALENCY TEST PREPARATION COURSES, LEGAL ASSISTANCE AND TECHNOLOGY TRAINING. IN 2017, MI CASA RESOURCE CENTER DIRECTLY SERVED 2,532 INDIVIDUALS. THE OUTCOMES OF THESE SERVICES ARE AN INCREASED NUMBER OF PERSONS EMPLOYED THAT WILL SUPPORT THEIR FAMILIES, INCREASED NUMBER OF SMALL BUSINESSES, INCREASED HIGH SCHOOL GRADUATION RATES, INCREASED GRADE LEVEL CONTINUATION AND DECREASED SCHOOL SUSPENSION. OUR WEBSITE HAS ADDITIONAL INFORMATION, WWW.MICASRESOURCECENTER.ORG.
841317579	2018-08-20	TO PROVIDE CHARITABLE SERVICE TO OUR CHURCH AND COMMUNITY.  WE ALSO PROVIDE FUNDS FOR THE MENTALLY CHALLENGED.
462419105	2017-09-19	WE COLLECT DONATED, REUSABLE INDUSTRY SURPLUS AND OTHER ART/CRAFT AND RESOURCEFUL MATERIALS DESTINED FOR THE LANDFILL, AND SELL THEM AT LOW COST TO ARTISTS, TEACHERS, STUDENTS, OTHER NONPROFITS, AND THE PUBLIC. SINCE FOUNDING IN 2011, WE'VE DIVERTED APPROX. 30 TONS FROM OUR LANDFILL, WHILE PROVIDING FOUND-NO-PLACE-ELSE BUSINESS SURPLUS AND OTHER CREATIVE GOODS TO PEOPLE IN BOULDER COUNTY AND BEYOND.
846111059	2017-10-30	THIS GUILD IS INCORPORATED AS A NON-PROFIT ENTERPRISE AND IS DEDICATED TO THE PURPOSES OF MEETING AND EXCHANGING IDEAS, HELPING AND ENCOURAGING ALL WEAVERS TO ACHIEVE THE HIGHEST STANDARD OF EXCELLENCE, CONDUCTING WORKSHOPS AND PROGRAMS FOR INSTRUCTING ITS MEMBERS, AND STIMULATING PUBLIC INTEREST AND APPRECIATION FOR THE ART AND CRAFT OF HANDWEAVING.  THE MISSION OF THE ROCKY MOUNTAIN WEAVERS' GUILD IS TO ENCOURAGE EXCELLENCE, TO INSPIRE CREATIVITY, AND TO PRESERVE FIBER TRADITIONS THROUGH EDUCATION.
811034385	2018-04-25	CREATE AND FUND CROSS-CULTURALLY INNOVATIVE APPROACHES TO TEACHING AND LEARNING IN ORDER TO ENRICH THE QUALITY OF SERVICES PROVIDED IN LOCALIZED EDUCATIONAL ENDEAVORS.      CONSTRUCT, EQUIP, STAFF AND SUSTAIN BOTH FORMAL (SCHOOLS) AND INFORMAL (VOCATIONAL) LOCALIZED EDUCATIONAL OPPORTUNITIES FOR STUDENTS OF ALL AGES IN AREAS WHERE POVERTY LIMITS ACCESS AND HAMPERS QUALITY.      ENHANCE STUDENT ACHIEVEMENT IN LOCALIZED EDUCATIONAL EFFORTS THROUGH SUPPLEMENTAL PROGRAMS WHICH ALLEVIATE POVERTY, INCREASE EMPLOYABILITY, AND IMPROVE LIVING CONDITIONS AT THE COMMUNAL LEVEL.
464954818	2018-05-01	TO INFUSE K-12 EDUCATION WITH HANDS-ON LEARNING EXPERIENCES.
275071802	2018-07-23	FAMILY TALK ACTION CORPORATION, A 501(C)(4) NON-PROFIT ORGANIZATION,  WAS FORMED FOR THE PURPOSE OF SPREADING AND PROPAGATING THE GOSPEL OF JESUS CHRIST, AND TO PROVIDE CHRIST-ORIENTED ADVICE, COUNSEL, GUIDANCE AND EDUCATION TO PARENTS AND CHILDREN AND TO SPEAK TO CULTURAL ISSUES THAT AFFECT THE FAMILY. SUCH PURPOSES ARE EXCLUSIVELY RELIGIOUS AND FOR SOCIAL WELFARE.
841533962	2018-01-09	THE COLORADO TITANS FOOTBALL CLUB IS DEDICATED TO SERVING YOUTH THROUGH INNOVATIVE SPORTS CAMPS, SPORTS TEAMS, AND SPORTING EVENTS.
861151502	2017-11-14	CATAMOUNT INSTITUTE IS A NONPROFIT ENVIRONMENTAL SCIENCE ORGANIZATION WHICH SERVES SCHOOLS AND THE COMMUNITY WITH A SERIES OF SCIENCE-BASED PROGRAMS DESIGNED TO ENLIGHTEN AND EDUCATE THE PUBLIC ABOUT ENVIRONMENTAL ISSUES AND SOLUTIONS. CATAMOUNT INSTITUTE SERVES SEVERAL THOUSAND K-12 STUDENTS ANNUALLY, MANY OF WHOM ARE ECONOMICALLY DISADVATAGED AND UNDERSERVED.
750080105	2017-08-25	TO PROMOTE THE STUDY AND PRACTICE OF DEVELOPING CONCENTRATION OF MIND, INSIGHT AND HIGH STANDARDS OF MORALITY THROUGH THE PUBLIC DISSEMINATION OF NON-SECTARIAN RELIGIOUS TEACHINGS.  IN 2015, TWO 10-DAY MEDITATION COURSES WERE CONDUCTED TO APPROXIMATELY 141 STUDENTS.
840727564	2018-04-12	...DISCOVER AND MEMORIALIZE THE TOWN OF BERTHOUD, AND THE SURROUNDING LITTLE THOMPSON AREA ...PRESERVE WRITINGS, NEWSPAPERS AND ARTIFACTS,...   MAINTAIN A MUSEUM AND A HISTORIC HOME .. HOLD REGULAR MEETINGS FOR THE INSTRUCTION OF MEMBERS. CONDUCT TOURS FOR SCHOOL AND THE GENERAL PUBLIC. HAVE SUMMER CAMPS FOR CHILDREN.    SERVE TOWN OF 5000 PLUS NEIGHBORING AREA EST 5000.  PRODUCE A QUARTERLY NEWSLETTER FOR MEMBERSHIP
824030608	2018-08-09	WE ARE A CURRENT LLC, WITH THE INTENTION OF BECOMING A 501C3 ORGANIZATION IN THE NEAR FUTURE, THAT WILL SUPPORT AND ASSIST THOSE WHO ARE GOING THROUGH BREAST CANCER AND OTHER TYPES OF CANCER.
203533527	2017-10-10	THE  MISSION OF THE GROWHAUS IS TO CREATE A COMMUNITY-DRIVEN, NEIGHBORHOOD-BASED FOOD SYSTEM BY SERVING AS A HUB FOR FOOD DISTRIBUTION, PRODUCTION, EDUCATION AND ECONOMIC OPPORTUNITY
820829889	2018-01-31	THE LONGMONT OBSERVER IS A 501(C)(3) PUBLIC CHARITY WHOSE MISSION IS TO CONSISTENTLY PROVIDE THE ONLY COMMUNITY-DRIVEN, LOCALLY-FOCUSED NEWS IN LONGMONT, COLORADO. AS A PUBLIC CHARITY, WE INFORM AND EDUCATE OUR RESIDENTS ON LOCAL GOVERNMENT AND LOCAL SCHOOL DISTRICT ISSUES AS WELL AS OTHER TOPICS, SUCH AS CRIME, COMMUNITY EVENTS, AND MORE.    AT THE MOMENT, THE LONGMONT OBSERVER IS PUBLISHED ONLY ONLINE (WWW.LONGMONTOBSERVER.ORG) AND CURRENTLY SERVES AROUND 10,000 READERS A MONTH.
473874781	2017-06-26	THE PURPOSE OF THE SHERPA FOUNDATION TO PROVIDE HUMANITARIAN AID TO HIMALAYAN COMMUNITIES, WHILE PRESERVING THE DIGNITY OF HIMALAYAN CULTURE.  SPECIFICALLY, THE SHERPA FOUNDATION RAISES FUNDS TO HELP REBUILD THE REMOTE VILLAGES IN THE EVEREST REGION OF NEPAL, WHICH WERE DEVASTATED BY THE 7.8 MAGNITUDE EARTHQUAKE THAT OCCURRED ON APRIL 25, 2015, AND SUBSEQUENT AFTERSHOCKS.
846044833	2018-04-17	THE CORPORATION IS ORGANIZED AND SHALL BE OPERATED EXCLUSIVELY FOR CHARITABLE AND EDUCATIONAL PURPOSES WITHIN THE MEANING OF SECTION 501(C)(3) OF THE INTERNAL REVENUE CODE.  SUBJECT TO THE FOREGOING, THE SPECIFIC PURPOSES AND OBJECTIVES OF THE CORPORATION SHALL INCLUDE BUT NOT BE LIMITED MANAGING GIFTS, GRANTS, CONTRIBUTIONS AND DEVISES IN SUPPORT OF THE UNIVERSITY OF NORTHERN COLORADO, ITS PROGRAMS, STUDENTS AND FACULTY; AND PROMOTING THE DEVELOPMENT, GROWTH AND GENERAL WELL-BEING OF THE UNIVERSITY OF NORTHERN COLORADO. THE UNIVERSITY OF NORTHERN COLORADO IS RESPONSIBLE FOR ALL FUNDRAISING AND SOLICITATION ACTIVITIES AND EXPENSES.
841474673	2018-07-12	SUPPORTING ORGANIZATIONS AND ACTIVITES THAT HAVE CHARITABLE, LITERARY OR EDUCATIONAL PURPOSES. A NON-PROFIT RESOURCE CENTER WITH MUSEUM AND RESEARCH FACILITY DEPICTING THE HERITAGE OF MANITOU SPRINGS
841603472	2018-02-21	THE VALLEY YOUTH ORCHESTRA OFFERS CHILDREN AGED 6-18 THE JOYS AND CHALLENGES OF ORCHESTRA REHEARSAL AND PERFORMANCE IN A 'KID-FRIENDLY' ENVIRONMENT.  WE CURRENTLY HAVE 40 STUDENT MEMBERS AND PERFORM 5 CONCERTS EACH YEAR FOR 100-250 PEOPLE.  STUDENTS ADVANCE QUICKLY FROM THE BEGINNING LEVEL ORCHESTRA TO THE ADVANCED LEVEL ORCHESTRA.  WE HAVE A BROCHURE AND A REGULARLY UPDATED WEBSITE WITH VIDEO AND AUDIO RECORDINGS OF OUR PERFORMANCES.  VISIT:  WWW.VALLEYSYMPHONY.NET/VYO
270118205	2018-08-09	CLUB ICE HOCKEY TEAM, VARSITY AND JR.VARSITY, MADE UP OF STUDENTS ATTENDING GRANDVIEW HIGH SCHOOL AND NEARBY SCHOOLS LOCATED IN THE CHERRY CREEK AND NEARBY SCHOOL DISTRICTS.
811145349	2018-08-21	WE PROVIDE FINANCIAL ASSISTANCE TO VETERAN WOMEN AND WOMEN OF COLOR WHO PURSUE DEGREES.
841225610	2018-08-30	THE BOULDER COUNTY BUSINESS HALL OF FAME RECOGNIZES BUSINESS MEN AND WOMEN WHO HAVE EXEMPLIFIED, AND CONTINUE TO EXEMPLIFY, BUSINESS, CULTURAL AND PHILANTHROPIC ACHIEVEMENTS THAT SERVE AS THE FOUNDATION FOR OUR COMMUNITIES.  WE HOLD AN ANNUAL LUNCHEON TO HONOR A FEW, TYPICALLY 5 OR 6, NEW INDUCTEES.  WE FOSTER GOODWILL IN THE BUSINESS COMMUNITIES WITHIN BOULDER COUNTY.
274360086	2017-09-01	WE AT LIFE IS BETTER RESCUE STRIVE EVERY DAY TO DECREASE THE NUMBER OF ADOPTABLE ANIMALS FACING EUTHANASIA WHILE WORKING TO INCREASE THE QUALITY OF LIFE FOR THE ANIMALS IN OUR PROGRAM AND IN OUR COMMUNITY. WE ARE DEDICATED TO THE BELIEF THAT EVERY ANIMAL DESERVES THE OPPORTUNITY TO HAVE A SUCCESSFUL FUTURE THROUGH ADOPTION AND EDUCATION. WE ALSO BELIEVE THAT THE BEST THINGS IN LIFE ARE RESCUED,AND THAT FOR EACH OF OUR ANIMALS, LIFE WILL ONLY BE GETTING BETTER.    AS WE CONTINUE TO GROW, OUR GOAL IS TO PROVIDE SERVICE TO MUNICIPAL SHELTERS, ANIMAL CONTROL, AND SITUATIONS WHERE ANIMALS MAY HAVE A TIME LIMIT ON LIFE BECAUSE OF SPACE AND TIME CONSTRAINTS, AND TO BUILD NEW RELATIONSHIPS WITH PARTNER ORGANIZATIONS TO HELP WITH THAT MISSION. TO  IMPROVE OUR COMMUNITY WE WILL EDUCATE PET PARENTS ON RESPONSIBLE OWNERSHIP, INCREASE SPAYING AND NEUTERING SERVICES IN RURAL AND LOW INCOME AREAS, AND MICROCHIP ALL ANIMALS TO DECREASE THE NUMBER OF LOST OR UNWANTED PETS.    LIFE IS BETTER DOES NOT DISCRIMINATE BASED ON AGE, GENDER, RACE, RELIGION, SEXUAL ORIENTATION OR DISABILITY STATUS. EVERY PERSON HAS THE CAPACITY TO FORM LOVING BONDS WITH A PET, AND WE STRIVE TO HELP BUILD AND CREATE THAT CONNECTION. OUR TEAM OF VOLUNTEERS WORKS IN UNISON TO SAVE THE ANIMALS WHILE DELIVERING THE BEST ADOPTION EXPERIENCE
841394829	2018-04-04	THE PURPOSE OF THE LHS BAND BOOSTERS IS TO SERVE AS A PARENT-TEACHER ORGANIZATION; TO PROMOTE THE WAYS AND MEANS OF PROVIDING FOR THE NEEDS OF THE LOVELAND HIGH SCHOOL BAND PROGRAM ABOVE THOSE SUPPLIED BY THE THOMPSON R2J SCHOOL; TO SUPPORT AND HELP IMPLEMENT THE PROGRAMS AND POLICIES RECOMMENDED BY THE DIRECTOR(S)OF BANDS.  THE NUMBER OF STUDENTS IN BAND PROGRAMS IN ANY YEAR AT LHS RANGE FROM 140 TO 175.
841457958	2018-04-27	THRIVE MINISTRY IS A NON-PROFIT ORGANIZATION WHICH PROVIDES ONLINE RESOURCES AND RETREATS FOR N. AMERICAN WOMEN LIVING AND WORKING OVERSEAS.  RESOURCES INCLUDE AN ONLINE MAGAZINE, HAVING PUBLISHED 69 BI-MONTHLY ISSUES TO DEC 31, 2009. WE PROVIDE SUPPORT AND ENCOURAGEMENT FOR WOMEN IN RESPONSE TO THE HIGH LEVELS OF DEPRESSION AND DISCOURAGEMENT AMONG WOMEN LIVING IN CROSS-CULTURAL SETTINGS.
840857486	2018-05-25	THE RIGHT TO READ ADULT EDUCATION CENTER, DOING BUSINESS AS IMMIGRANT AND REFUGEE CENTER OF NORTHERN COLORADO., IS A COMMUNITY-BASED, NON-PROFIT ORGANIZATION SERVING ADULT LEARNERS IN WELD COUNTY SINCE 1976.  OUR MISSION IS TO PROVIDE AFFORDABLE LITERACY, COMMUNICATION AND CULTURAL ORIENTATION INSTRUCTION, AND COMMUNITY NAVIGATION TO ADULTS WHICH FOSTERS SELF-RELIANCE. WE OFFER CLASSES TO ADULTS SEVENTEEN YEARS OF AGE AND OLDER IN THE AREAS OF:  ENGLISH AS A SECOND LANGUAGE, ADULT BASIC EDUCATION, AND COLORADO REFUGEE ESL AND EL/CIVICS. OUR PROFESSIONAL-LICENSED INSTRUCTORS ARE TRAINED IN ADULT EDUCATION THEORY AND PRACTICE.  OUR GOAL IS TO DEVELOP LIFELONG LEARNERS WHILE HELPING OUR STUDENTS IMPROVE THEIR READING, WRITING, AND COMMUNICATION SKILLS.  WE SERVED 1,144 ADULT LEARNERS FROM JULY 1, 2016 TO JUNE 30, 2018.
841161199	2017-10-31	COMMUNITY SERVICE FOUNDATION FORMED TO PROVIDE ANNUAL COLLEGE SCHOLARSHIPS TO GRADUATING LOCAL WESTMINSTER AREA HIGH SCHOOL SENIORS
273794068	2018-06-08	CLINICA COLORADO IS A MEDICAL CLINIC TO SERVE THE UNINSURED. THE CLINIC OPENED IN 2011, AND IN 2016 PROVIDED CARE TO 5,067 UNINSURED AND UNDERINSURED RESIDENTS OF METRO DENVER AND SURROUNDING AREAS.
202358387	2017-10-26	THE ROCKY MOUNTAIN BRANCH OF THE INTERNATIONAL DYSLEXIA ASSOCIATION (IDA-RMB) IS A NON-PROFIT ORGANIZATION DEDICATED TO HELPING INDIVIDUALS LIVING WITH DYSLEXIA, LANGUAGE AND LITERACY CHALLENGES, THEIR FAMILIES, AND THE COMMUNITIES THAT SUPPORT THEM. WE PURSUES AND PROVIDE THE MOST COMPREHENSIVE RANGE OF EVIDENCE-BASED INFORMATION, EDUCATION, AND SERVICES THAT ADDRESSES THE FULL SCOPE OF DYSLEXIA, AND OTHER ASSOCIATED LEARNING DISABILITIES TO OUR MEMBERS AND THE COLORADO COMMUNITY. OUR GOAL IS TO HAVE A MEANINGFUL IMPACT ON THE LIVES OF INDIVIDUALS AND FAMILIES AFFECTED BY DYSLEXIA SO THEY MAY ADVOCATE FOR THEMSELVES AND ACHIEVE THEIR HIGHEST POTENTIAL. WE HAVE ABOUT 350 MEMBERS AND HAVE ATTRACTED OVER 800 PEOPLE TO OUR EVENTS AND CONFERENCE. WE PROVIDE (1) LOCAL WORKSHOPS AND RESOURCES TO EDUCATE AND INCREASE PUBLIC AWARENESS OF DYSLEXIA, A LEARNING DIFFERENCE THAT AFFECTS UP TO 20 PERCENT OF THE U.S. POPULATION, (2) INFORMATION AND RESOURCES REGARDING DYSLEXIA VIA TELEPHONE AND EMAIL FREE OF CHARGE, (3) AN ANNUAL CONFERENCE TO INFORM TEACHERS, PARENTS, AND INDIVIDUALS WITH DYSLEXIA WITH THE TOOLS TO MEET THE NEEDS OF THEIR DYSLEXIC STUDENTS AND CHILDREN, AND (4) AN ANNUAL NEWSLETTER AND REGULAR UPDATES ON ISSUES RELATING TO DYSLEXIA.
481289731	2018-02-22	WE ARE A PARENT TEACHER ORGANIZATION THAT SUPPORTS OUR SCHOOL IN THE EDUCATION OF OUR CHILDREN.
320094244	2018-04-27	THE SPECIFIC OBJECTIVES AND PURPOSES OF THIS CORPORATION SHALL BE TO ASSIST THE GENERAL WELFARE OF SUDANESE REFUGEES IN SOUTH SUDAN AND SURROUNDING AFRICA. INCLUDING: MAINTAINENANCE AND ASSISTANCE WITH PRIMARY SCHOOL, FOOD, WATER,VOCATION, AND OTHER RELATED GENERAL WELFARE ACTIVITIES.
208317094	2017-08-03	YAMPA VALLEY AUTISM PROGRAM'S MISSION IS TO PROVIDE SUPPORT AND FINANCIAL SERVICES TO INDIVIDUALS AND FAMILIES AFFECTED BY AUTISM AND IT'S RELATED DISABILITIES. WE CURRENTLY SERVE OVER 60 FAMILY MEMBERS.  WE ARE ABLE TO OFFER THERAPUTIC, EDUCATIONAL AND RESPITE CARE THAT OTHERWISE WOULD NOT BE OFFERED IN THIS COUNTY.
841349666	2018-05-17	PEACEJAM IS AN INTERNATIONAL EDUCATION PROGRAM BUILT AROUND LEADING NOBEL PEACE PRIZE LAUREATES WHO WORK PERSONALLY WITH YOUTH TO PASS ON THE SPIRIT, SKILLS, AND WISDOM THEY EMBODY.  THE GOAL OF PEACEJAM IS TO INSPIRE A NEW GENERATION OF PEACEMAKERS WHO WILL TRANSFORM THEIR LOCAL COMMUNITIES, THEMSELVES AND THE WORLD.    SINCE THE PEACEJAM PROGRAM WAS LAUNCHED IN MARCH OF 1996, 600,000 TEENAGERS WORLDWIDE HAVE PARTICIPATED IN THE PROGRAM.  EACH STUDENT HAS AN AVERAGE OF 45.5 CONTACT HOURS WITH THEIR TEACHER, MENTOR, COMMUNITY LEADER, OR PEACEJAM STAFF MEMBER.  THROUGH THE PEACEJAM PROGRAM, OVER ONE MILLION NEW SERVICE PROJECTS HAVE BEEN DEVELOPED AND IMPLEMENTED, AND HUNDREDS OF THOUSANDS OF NEW VOLUNTEER OPPORTUNITIES FOR YOUTH HAVE BEEN CREATED.     THE PEACEJAM PROGRAM HAS A POWERFUL IMPACT.  AS ONE STUDENT WROTE AFTER HER FIRST PEACEJAM EXPERIENCE,  PEACEJAM SAYS, I KNOW YOU VE GOT PROMISE AND POTENTIAL; PEACEJAM REACHES IN AND PULLS IT OUT OF YOU.   EVALUATION DATA SHOWS THAT 93% OF THOSE WHO PARTICIPATE IN A PEACEJAM YOUTH CONFERENCE LEAVE BELIEVING THAT  ONE PERSON CAN MAKE A DIFFERENCE,  AND 97% FELT THAT BECAUSE OF THEIR EXPERIENCE IN PEACEJAM, THEY WOULD BE PEACEMAKERS FOR THE REST OF THEIR LIVES.      THE PEACEJAM FOUNDATION RELIES HEAVILY ON VOLUNTEER INVOLVEMENT.  THIS PAST YEAR, ALMOST 1,200 VOLUNTEERS PARTICIPATED IN THE PROGRAM WORLDWIDE.  OUR VOLUNTEERS ARE MAINLY MIDDLE AND HIGH SCHOOL TEACHERS, COLLEGE STUDENTS, AND COMMUNITY ACTIVISTS.  IT WOULD BE IMPOSSIBLE TO DELIVER THE PEACEJAM PROGRAM WITHOUT THE EFFORTS OF OUR MANY COMMITTED VOLUNTEERS.
822883518	2018-01-17	THE PRIMARY PURPOSE IS TO WORK WITH POLITICAL CANDIDATES AND CAMPAIGNS TO REDUCE THE NUMBER OF UNNECESSARY ADVERTISEMENTS SENT TO VOTERS. THE IAV INITIATIVE ALSO WORKS TO PRODUCE EARLY EXIT POLLS AND REDUCE VOTER FRAUD BY IDENTIFYING IRREGULAR VOTING HABITS AND HELPING TO ENSURE VOTER S VOTES ARE COUNTED.
841435943	2017-08-11	THE CHILDREN'S OUTREACH IS ORGANIZED AND OPERATED EXCLUSIVELY FOR THE BENEFIT OF, TO PERFORM THE FUNCTIONS OF AND CARRYOUT THE PURPOSES OF SHILOH HOME, INC. A COLORADO NOT-FOR PROFIT CORPORATION.
841182143	2018-04-20	TO UTILIZE HUMAN SERVICES EXPERTISE TO IMPROVE THE HEALTH, SELF-SUFFICIENCY AND OVERALL QUALITY OF LIFE FOR INDIVIDUALS WHO FACE CHALLENGES AS A RESULT OF DEVELOPMENTAL DELAYS, COGNITIVE AND INTELLECTUAL IMPAIRMENTS, SOCIAL CONDITIONS OR MILITARY SERVICE.
473582245	2018-08-17	SPARK CITY CHILDREN'S MUSEUM'S MISSION IS TO SPARK THE INTELLECTUAL AND CREATIVE CURIOSITY OF YOUNG CHILDREN IN AN ENGAGING AND EDUCATIONAL ENVIRONMENT.
841363987	2018-08-22	THE COLORADO CIVIL AIR PATROL FOUNDATION SUPPORTS THE COLORADO WING CIVIL AIR PATROL.  THE COLORADO WING CIVIL AIR PATROL CONDUCTS ACTIVITIES WHICH INCLUDE, WITHOUT LIMITATION, EMERGENCY SERVICES,SEARCH AND RESCUE, DISASTER RELIEF, CADET PROGRAMS, SCHOLARSHIP, LEADERSHIP TRAINING, COMMUNICATIONS, AND AVIATION AND SPACE EDUCATION. TODAY THIS EXTENDS TO COLORADO'S ROLE IN HOMELAND DEFENSE.
524655905	2017-09-01	WE ARE A YOUTH FOOTBALL TEAM. OUR COACHES AND STAFF ARE ALL VOLUNTEER. WE WILL RECEIVE DONATIONS FROM HOLDING FUNDRAISERS TO PURCHASE PRACTICE GEAR FOR THE PLAYERS. AS WELL AS GETTING THINGS THE PLAYERS NEED.
481302998	2018-08-09	THE ROCKY MOUNTAIN SUSTAINABLE LIVING ASSOCIATION'S MISSION IS TO EDUCATE PEOPLE AND COMMUNITIES IN THE ROCKY MOUNTAIN REGION TO MAKE HEALTHY SUSTAINABLE CHOICES.
